Orthogroup,Arabidopsis,Cucumis,Nicotiana,Solanum
OG0009450,AT2G42220.1,MELO3C009019T1,NIOBTv3_g08079.t1,Solyc03g053110.3.1
OG0009454,AT2G48060.1,MELO3C015873T1,NIOBTv3_g01634.t1,Solyc09g074110.4.1
OG0009455,AT2G40940.1,MELO3C015961T1,NIOBTv3_g10291.t1,Solyc09g075440.4.1
OG0009456,AT2G45730.1,MELO3C011005T1,NIOBTv3_g34206.t1,Solyc04g081360.3.1
OG0009458,AT2G03310.1,MELO3C002975T1,NIOBTv3_g00522.t1,Solyc04g005555.1.1
OG0009466,AT2G13100.1,MELO3C010269T1,NIOBTv3_g29252.t1,Solyc12g010440.3.1
OG0009468,AT2G46900.1,MELO3C005935T1,NIOBTv3_g24158.t1,Solyc08g016090.4.1
OG0009470,AT2G26110.1,MELO3C016871T1,NIOBTv3_g29691.t1,Solyc08g065150.1.1
OG0009471,AT2G31920.1,MELO3C023499T1,NIOBTv3_g02992.t1,Solyc01g081640.4.1
OG0009472,AT2G05120.1,MELO3C024202T1,NIOBTv3_g24465.t1,Solyc07g047860.4.1
OG0009474,AT2G22790.1,MELO3C007671T1,NIOBTv3_g16073.t1,Solyc02g063510.1.1
OG0009475,AT2G20890.1,MELO3C018772T1,NIOBTv3_g12616.t1,Solyc07g054820.4.1
OG0009478,AT2G28140.1,MELO3C019842T1,NIOBTv3_g16444.t1,Solyc11g008080.3.1
OG0009487,AT2G35500.1,MELO3C013825T1,NIOBTv3_g07705.t1,Solyc08g076410.4.1
OG0009488,AT2G35490.1,MELO3C013828T1,NIOBTv3_g35030.t1,Solyc08g076480.3.1
OG0009492,AT2G27060.1,MELO3C015631T1,NIOBTv3_g10448.t1,Solyc09g007110.3.1
OG0009493,AT2G38270.1,MELO3C009150T1,NIOBTv3_g34535.t1,Solyc09g005620.4.1
OG0009494,AT2G35450.1,MELO3C017748T1,NIOBTv3_g28330.t1,Solyc01g009970.3.1
OG0009495,AT2G27090.1,MELO3C014704T1,NIOBTv3_g36765.t1,Solyc09g007100.3.1
OG0009497,AT2G28190.1,MELO3C026955T1,NIOBTv3_g12202.t1,Solyc11g066390.2.1
OG0009498,AT2G42850.1,MELO3C014463T1,NIOBTv3_g25491.t1,Solyc07g055970.1.1
OG0009499,AT2G23540.1,MELO3C020928T1,NIOBTv3_g04222.t1,Solyc02g090210.3.1
OG0009500,AT2G39440.1,MELO3C021769T1,NIOBTv3_g10274.t1,Solyc02g069070.3.1
OG0009501,AT2G42770.1,MELO3C014448T1,NIOBTv3_g41692.t1,Solyc07g055340.3.1
OG0009502,AT2G44810.1,MELO3C005944T1,NIOBTv3_g65623.t1,Solyc10g038170.1.1
OG0009507,AT2G35320.1,MELO3C013860T1,NIOBTv3_g00827-D2.t1,Solyc08g077090.3.1
OG0009508,AT2G25100.1,MELO3C017716T1,NIOBTv3_g17510.t1,Solyc11g006860.2.1
OG0009511,AT2G44850.1,MELO3C005982T1,NIOBTv3_g26279.t1,Solyc01g090380.3.1
OG0009514,AT2G20280.1,MELO3C011721T1,NIOBTv3_g00350.t1,Solyc09g007230.3.1
OG0009515,AT2G20980.1,MELO3C020815T1,NIOBTv3_g12829.t1,Solyc01g111550.3.1
OG0009519,AT2G44195.1,MELO3C017635T1,NIOBTv3_g10511.t1,Solyc02g084340.3.1
OG0009520,AT2G40840.1,MELO3C019135T1,NIOBTv3_g32721.t1,Solyc02g020980.4.1
OG0009521,AT2G38720.1,MELO3C011800T1,NIOBTv3_g40675.t1,Solyc01g096680.4.1
OG0009525,AT2G26930.1,MELO3C015605T1,NIOBTv3_g18084.t1,Solyc01g009010.3.1
OG0009526,AT2G25110.1,MELO3C016972T1,NIOBTv3_g32882.t1,Solyc03g117020.4.1
OG0009528,AT2G39260.1,MELO3C025497T1,NIOBTv3_g18836.t1,Solyc04g049770.4.1
OG0009531,AT2G20930.1,MELO3C013345T1,NIOBTv3_g16824.t1,Solyc01g111690.3.1
OG0009532,AT2G41380.1,MELO3C019040T1,NIOBTv3_g29998.t1,Solyc04g040180.3.1
OG0009533,AT2G16440.1,MELO3C013436T1,NIOBTv3_g33173.t1,Solyc01g110130.3.1
OG0009535,AT2G42750.1,MELO3C004040T1,NIOBTv3_g05196.t1,Solyc07g055260.3.1
OG0009536,AT2G44580.1,MELO3C006251T1,NIOBTv3_g37895.t1,Solyc01g088390.3.1
OG0009538,AT2G18220.1,MELO3C008200T1,NIOBTv3_g07574.t1,Solyc02g081680.4.1
OG0009542,AT2G22870.1,MELO3C020844T1,NIOBTv3_g10230.t1,Solyc09g008730.3.1
OG0009544,AT2G41250.1,MELO3C009765T1,NIOBTv3_g12917.t1,Solyc10g079620.2.1
OG0009547,AT2G22420.1,MELO3C017603T1,NIOBTv3_g22612.t1,Solyc11g010120.2.1
OG0009548,AT2G46240.1,MELO3C021171T1,NIOBTv3_g33084.t1,Solyc01g095320.4.1
OG0009550,AT2G26680.1,MELO3C004508T1,NIOBTv3_g21680.t1,Solyc12g009430.2.1
OG0009560,AT2G17120.1,MELO3C013264T1,NIOBTv3_g23422.t1,Solyc01g112080.3.1
OG0009561,AT2G13600.1,MELO3C026446T1,NIOBTv3_g24709.t1,Solyc04g009000.1.1
OG0009565,AT2G13370.1,MELO3C014569T1,NIOBTv3_g30694.t1,Solyc12g099910.2.1
OG0009566,AT2G47600.1,MELO3C017953T1,NIOBTv3_g39414.t1,Solyc06g009130.3.1
OG0009568,AT2G47520.1,MELO3C017940T1,NIOBTv3_g10293.t1,Solyc09g075420.3.1
OG0009569,AT2G26700.1,MELO3C004520T1,NIOBTv3_g38999.t1,Solyc12g006690.2.1
OG0009575,AT2G40190.1,MELO3C018365T1,NIOBTv3_g36422.t1,Solyc10g076800.2.1
OG0009578,AT2G17820.1,MELO3C013758T1,NIOBTv3_g35559.t1,Solyc02g083670.4.1
OG0009582,AT2G30920.1,MELO3C019710T1,NIOBTv3_g29436.t1,Solyc07g055850.4.1
OG0009585,AT2G42040.1,MELO3C009616T1,NIOBTv3_g16861.t1,Solyc10g080530.2.1
OG0009589,AT2G37090.1,MELO3C009322T1,NIOBTv3_g02542.t1,Solyc09g007420.4.1
OG0009596,AT2G02500.1,MELO3C016431T1,NIOBTv3_g22855.t1,Solyc01g102820.4.1
OG0009597,AT2G47450.1,MELO3C013306T1,NIOBTv3_g06563.t1,Solyc02g087400.1.1
OG0009599,AT2G33585.1,MELO3C016084T1,NIOBTv3_g17199.t1,Solyc04g082800.3.1
OG0009603,AT2G13560.1,MELO3C006261T1,NIOBTv3_g35474.t1,Solyc08g013860.3.1
OG0009605,AT2G40030.1,MELO3C005154T1,NIOBTv3_g21536.t1,Solyc01g096390.4.1
OG0009610,AT2G38025.1,MELO3C009195T1,NIOBTv3_g42512.t1,Solyc09g013090.4.1
OG0009616,AT2G18050.1,MELO3C007889T1,NIOBTv3_g02893.t1,Solyc02g084240.3.1
OG0009620,AT2G41950.1,MELO3C009608T1,NIOBTv3_g33326.t1,Solyc03g053020.4.1
OG0009625,AT2G45680.1,MELO3C022520T1,NIOBTv3_g07452.t1,Solyc08g080150.1.1
OG0009626,AT2G45490.1,MELO3C006173T1,NIOBTv3_g60421.t1,Solyc04g009330.4.1
OG0009628,AT2G46090.1,MELO3C021184T1,NIOBTv3_g11847.t1,Solyc01g095010.4.1
OG0009630,AT2G45500.1,MELO3C006171T1,NIOBTv3_g00285.t1,Solyc01g094150.3.1
OG0009632,AT2G18710.1,MELO3C010164T1,NIOBTv3_g15344.t1,Solyc07g006520.3.1
OG0009633,AT2G39930.1,MELO3C017391T1,NIOBTv3_g26064.t1,Solyc07g014590.4.1
OG0009639,AT2G33180.1,MELO3C009520T1,NIOBTv3_g09115.t1,Solyc10g007670.4.1
OG0009641,AT2G39970.1,MELO3C025157T1,NIOBTv3_g38064.t1,Solyc05g052640.3.1
OG0009642,AT2G45530.1,MELO3C005804T1,NIOBTv3_g35250.t1,Solyc08g013710.4.1
OG0009646,AT2G45520.1,MELO3C022508T1,NIOBTv3_g33364.t1,Solyc05g048750.3.1
OG0009651,AT2G25280.1,MELO3C011274T1,NIOBTv3_g28071.t1,Solyc08g029110.3.1
OG0009653,AT2G41700.1,MELO3C023103T1,NIOBTv3_g18517.t1,Solyc04g015970.3.1
OG0009656,AT2G15890.1,MELO3C021923T1,NIOBTv3_g06131.t1,Solyc01g108910.4.1
OG0009659,AT2G43210.1,MELO3C011621T1,NIOBTv3_g02874.t1,Solyc09g098550.4.1
OG0009663,AT2G45060.1,MELO3C022232T1,NIOBTv3_g21971.t1,Solyc01g090770.4.1
OG0009664,AT2G37500.1,MELO3C009277T1,NIOBTv3_g43461.t1,Solyc09g010420.4.1
OG0009667,AT2G15630.1,MELO3C018417T1,NIOBTv3_g08090.t1,Solyc01g109060.4.1
OG0009676,AT2G40320.1,MELO3C018390T1,NIOBTv3_g10816.t1,Solyc06g050920.4.1
OG0009679,AT2G02220.1,MELO3C022602T1,NIOBTv3_g26772.t1,Solyc01g008140.4.1
OG0009680,AT2G39270.1,MELO3C011719T1,NIOBTv3_g33131.t1,Solyc04g049690.3.1
OG0009683,AT2G34585.1,MELO3C007128T1,NIOBTv3_g35928.t1,Solyc02g070470.1.1
OG0009686,AT2G33450.1,MELO3C006400T1,NIOBTv3_g16586.t1,Solyc09g090410.3.1
OG0009690,AT2G41680.1,MELO3C023105T1,NIOBTv3_g26858.t1,Solyc10g080080.3.1
OG0009691,AT2G04842.1,MELO3C024216T1,NIOBTv3_g14837.t1,Solyc07g048080.4.1
OG0009693,AT2G03510.1,MELO3C011425T1,NIOBTv3_g17881.t1,Solyc05g012340.4.1
OG0009694,AT2G42390.1,MELO3C018846T1,NIOBTv3_g27511.t1,Solyc10g008100.3.1
OG0009695,AT2G15820.1,MELO3C026699T1,NIOBTv3_g35593.t1,Solyc11g066850.3.1
OG0009696,AT2G37510.1,MELO3C003109T1,NIOBTv3_g27149.t1,Solyc10g084630.2.1
OG0009702,AT2G37420.1,MELO3C003101T1,NIOBTv3_g33743.t1,Solyc10g086340.1.1
OG0009704,AT2G25740.1,MELO3C011128T1,NIOBTv3_g18468.t1,Solyc12g095840.2.1
OG0009705,AT2G47770.1,MELO3C006663T1,NIOBTv3_g21255.t1,Solyc09g074910.1.1
OG0009707,AT2G03670.1,MELO3C012157T1,NIOBTv3_g05550.t1,Solyc05g012190.3.1
OG0009708,AT2G40230.1,MELO3C018368T1,NIOBTv3_g38990.t1,Solyc06g051130.1.1
OG0009719,AT2G33610.1,MELO3C017062T1,NIOBTv3_g64310.t1,Solyc04g082760.3.1
OG0009721,AT2G38110.1,MELO3C009182T1,NIOBTv3_g30297.t1,Solyc09g014350.3.1
OG0009722,AT2G42110.1,MELO3C009626T1,NIOBTv3_g18318.t1,Solyc03g120950.3.1
OG0009725,AT2G38140.1,MELO3C003245T1,NIOBTv3_g01688.t1,Solyc05g052710.3.1
OG0009726,AT2G47310.1,MELO3C012931T1,NIOBTv3_g09146.t1,Solyc08g007370.3.1
OG0009744,AT2G32990.1,MELO3C014430T1,NIOBTv3_g26909.t1,Solyc07g049300.3.1
OG0009748,AT2G40660.1,MELO3C020154T1,NIOBTv3_g42802.t1,Solyc06g048610.3.1
OG0009751,AT2G13540.1,MELO3C015158T1,NIOBTv3_g13371.t1,Solyc10g005530.3.1
OG0009753,AT2G30300.1,MELO3C020496T1,NIOBTv3_g24031.t1,Solyc06g082410.1.1
OG0009754,AT2G36000.1,MELO3C024579T1,NIOBTv3_g25306.t1,Solyc01g007750.3.1
OG0009755,AT2G35800.1,MELO3C012444T1,NIOBTv3_g03238.t1,Solyc04g050040.3.1
OG0009756,AT2G35155.1,MELO3C007009T1,NIOBTv3_g01638.t1,Solyc02g068910.3.1
OG0009758,AT2G39360.1,MELO3C023810T1,NIOBTv3_g12997.t1,Solyc05g054860.1.1
OG0009759,AT2G29630.2,MELO3C020562T1,NIOBTv3_g38490.t1,Solyc06g006080.3.1
OG0009763,AT2G05760.1,MELO3C019741T1,NIOBTv3_g36697.t1,Solyc07g049320.4.1
OG0009764,AT2G28880.1,MELO3C012434T1,NIOBTv3_g30371.t1,Solyc04g049360.3.1
OG0009765,AT2G05755.1,MELO3C014431T1,NIOBTv3_g34273.t1,Solyc05g042050.4.1
OG0009766,AT2G32800.1,MELO3C020450T1,NIOBTv3_g20193.t1,Solyc09g091990.3.1
OG0009767,AT2G35630.1,MELO3C007036T1,NIOBTv3_g36199.t1,Solyc02g078640.3.1
OG0009768,AT2G10950.1,MELO3C010307T1,NIOBTv3_g14734.t1,Solyc07g007830.4.1
OG0009772,AT2G20420.1,MELO3C022382T1,NIOBTv3_g06174.t1,Solyc06g083790.3.1
OG0009773,AT2G01590.1,MELO3C026423T1,NIOBTv3_g01812.t1,Solyc05g026570.3.1
OG0009774,AT2G34400.1,MELO3C003997T1,NIOBTv3_g32801.t1,Solyc07g009220.2.1
OG0009776,AT2G25870.1,MELO3C003474T1,NIOBTv3_g00763.t1,Solyc08g066180.3.1
OG0009778,AT2G28420.1,MELO3C023589T1,NIOBTv3_g16422.t1,Solyc01g088010.1.1
OG0009779,AT2G29640.1,MELO3C025867T1,NIOBTv3_g19305.t1,Solyc09g031770.3.1
OG0009783,AT2G33770.1,MELO3C007283T1,NIOBTv3_g23105.t1,Solyc02g078210.3.1
OG0009784,AT2G16920.1,MELO3C020827T1,NIOBTv3_g16823.t1,Solyc01g111680.4.1
OG0009791,AT2G30330.1,MELO3C025682T1,NIOBTv3_g24605.t1,Solyc11g068450.2.1
OG0009793,AT2G33860.1,MELO3C007251T1,NIOBTv3_g23134.t1,Solyc02g077560.3.1
OG0009794,AT2G29410.1,MELO3C020600T1,NIOBTv3_g19178.t1,Solyc06g076440.3.1
OG0009795,AT2G33855.1,MELO3C007262T1,NIOBTv3_g12657.t1,Solyc02g077700.1.1
OG0009798,AT2G27680.1,MELO3C021433T1,NIOBTv3_g19908.t1,Solyc11g067160.2.1
OG0009802,AT2G46580.1,MELO3C006011T1,NIOBTv3_g11680.t1,Solyc05g050530.3.1
OG0009804,AT2G28910.1,MELO3C025917T1,NIOBTv3_g33867.t1,Solyc08g005450.3.1
OG0009805,AT2G32150.1,MELO3C014481T1,NIOBTv3_g01500.t1,Solyc09g075890.3.1
OG0009807,AT2G27610.1,MELO3C004816T1,NIOBTv3_g21404.t1,Solyc11g067210.1.1
OG0009809,AT2G31400.1,MELO3C015913T1,NIOBTv3_g14690.t1,Solyc06g009520.3.1
OG0009810,AT2G04235.1,MELO3C024178T1,NIOBTv3_g02627.t1,Solyc07g045170.3.1
OG0009811,AT2G01600.1,MELO3C026425T1,NIOBTv3_g09040.t1,Solyc04g007860.3.1
OG0009819,AT2G21530.1,MELO3C014714T1,NIOBTv3_g06980.t1,Solyc01g009080.4.1
OG0009822,AT2G01640.1,MELO3C003274T1,NIOBTv3_g37494.t1,Solyc12g056030.2.1
OG0009823,AT2G05810.1,MELO3C014434T1,NIOBTv3_g09299.t1,Solyc07g049390.3.1
OG0009824,AT2G35610.1,MELO3C010524T1,NIOBTv3_g18939.t1,Solyc08g075340.3.1
OG0009825,AT2G03780.1,MELO3C011403T1,NIOBTv3_g13245.t1,Solyc04g005310.3.1
OG0009827,AT2G14095.1,MELO3C018616T1,NIOBTv3_g15532.t1,Solyc01g105600.3.1
OG0009828,AT2G44420.1,MELO3C023943T1,NIOBTv3_g31252.t1,Solyc01g073930.3.1
OG0009829,AT2G27460.1,MELO3C004700T1,NIOBTv3_g13505.t1,Solyc11g068500.2.1
OG0009830,AT2G38550.1,MELO3C025223T1,NIOBTv3_g00938.t1,Solyc09g015650.4.1
OG0009832,AT2G28790.1,MELO3C020653T1,NIOBTv3_g31302.t1,Solyc11g066130.1.1
OG0009833,AT2G01130.1,MELO3C012285T1,NIOBTv3_g10838-D2.t1,Solyc04g007510.4.1
OG0009835,AT2G31260.1,MELO3C012905T1,NIOBTv3_g22673.t1,Solyc04g008630.3.1
OG0009837,AT2G21820.1,MELO3C026033T1,NIOBTv3_g38109.t1,Solyc03g046380.1.1
OG0009839,AT2G01110.1,MELO3C012288T1,NIOBTv3_g24102.t1,Solyc05g008530.3.1
OG0009841,AT2G27480.1,MELO3C004702T1,NIOBTv3_g24606.t1,Solyc11g068460.2.1
OG0009846,AT2G39340.1,MELO3C023808T1,NIOBTv3_g07843.t1,Solyc05g054910.3.1
OG0009850,AT2G38465.1,MELO3C011071T1,NIOBTv3_g30848.t1,Solyc08g016415.1.1
OG0009856,AT2G01410.1,MELO3C018333T1,NIOBTv3_g13566.t1,Solyc04g007660.1.1
OG0009860,AT2G28390.1,MELO3C004874T1,NIOBTv3_g03540.t1,Solyc03g115810.3.1
OG0009861,AT2G29760.1,MELO3C020555T1,NIOBTv3_g20683.t1,Solyc06g076900.4.1
OG0009862,AT2G34190.1,MELO3C002664T1,NIOBTv3_g20322.t1,Solyc02g072500.3.1
OG0009872,AT2G24580.1,MELO3C003620T1,NIOBTv3_g30926.t1,Solyc08g006430.4.1
OG0009877,AT2G36650.1,MELO3C009416T1,NIOBTv3_g00425.t1,Solyc09g008660.3.1
OG0009880,AT2G32600.1,MELO3C009381T1,NIOBTv3_g59775.t1,Solyc09g008470.4.1
OG0009883,AT2G21710.1,MELO3C012521T1,NIOBTv3_g25356.t1,Solyc01g109630.4.1
OG0009884,AT2G01490.1,MELO3C026795T1,NIOBTv3_g00025.t1,Solyc05g007970.4.1
OG0009886,AT2G15020.1,MELO3C019552T1,NIOBTv3_g13979.t1,Solyc01g107460.2.1
OG0009888,AT2G35260.1,MELO3C013859T1,NIOBTv3_g16433.t1,Solyc08g005010.4.1
OG0009892,AT2G43040.1,MELO3C026385T1,NIOBTv3_g01898.t1,Solyc06g069080.3.1
OG0009894,AT2G43030.1,MELO3C022485T1,NIOBTv3_g14193.t1,Solyc06g051200.3.1
OG0009895,AT2G27940.1,MELO3C026961T1,NIOBTv3_g09089.t1,Solyc11g066510.3.1
OG0009896,AT2G31530.1,MELO3C014403T1,NIOBTv3_g01469.t1,Solyc09g065120.4.1
OG0009899,AT2G43060.1,MELO3C026134T1,NIOBTv3_g16220.t1,Solyc12g042010.1.1
OG0009907,AT2G33680.1,MELO3C011331T1,NIOBTv3_g09581.t1,Solyc02g065560.1.1
OG0009908,AT2G38670.1,MELO3C009088T1,NIOBTv3_g29895.t1,Solyc10g074700.2.1
OG0009909,AT2G23460.1,MELO3C007520T1,NIOBTv3_g23872.t1,Solyc02g090160.3.1
OG0009913,AT2G36270.1,MELO3C009468T1,NIOBTv3_g02200.t1,Solyc09g009490.4.1
OG0009915,AT2G27880.1,MELO3C004836T1,NIOBTv3_g36420.t1,Solyc06g074730.4.1
OG0009917,AT2G20690.1,MELO3C000760T1,NIOBTv3_g11449.t1,Solyc07g054190.4.1
OG0009920,AT2G43640.1,MELO3C002757T1,NIOBTv3_g29513.t1,Solyc06g053385.2.1
OG0009922,AT2G01870.1,MELO3C014589T1,NIOBTv3_g25221.t1,Solyc11g065680.1.1
OG0009924,AT2G21970.1,MELO3C007486T1,NIOBTv3_g08240.t1,Solyc04g053130.4.1
OG0009928,AT2G32415.1,MELO3C018818T1,NIOBTv3_g14346.t1,Solyc07g052340.4.1
OG0009929,AT2G19790.1,MELO3C015429T1,NIOBTv3_g33904.t1,Solyc05g026130.3.1
OG0009931,AT2G36990.1,MELO3C024460T1,NIOBTv3_g02776.t1,Solyc09g008040.3.1
OG0009932,AT2G03200.1,MELO3C009006T1,NIOBTv3_g05189.t1,Solyc05g056450.3.1
OG0009934,AT2G43560.1,MELO3C017776T1,NIOBTv3_g16604.t1,Solyc04g015040.3.1
OG0009938,AT2G28130.1,MELO3C004994T1,NIOBTv3_g21348.t1,Solyc11g066340.2.1
OG0009939,AT2G42900.1,MELO3C014476T1,NIOBTv3_g34264.t1,Solyc10g007750.1.1
OG0009948,AT2G42975.1,MELO3C026968T1,NIOBTv3_g40012.t1,Solyc07g056240.3.1
OG0009949,AT2G07170.1,MELO3C009998T1,NIOBTv3_g11968.t1,Solyc07g042580.3.1
OG0009957,AT2G38680.1,MELO3C012330T1,NIOBTv3_g19367.t1,Solyc11g006420.2.1
OG0009962,AT2G31570.1,MELO3C017729T1,NIOBTv3_g01845-D2.t1,Solyc06g073460.4.1
OG0009965,AT2G33800.1,MELO3C007277T1,NIOBTv3_g19809.t1,Solyc02g077990.3.1
OG0009976,AT2G32090.1,MELO3C012654T1,NIOBTv3_g16719.t1,Solyc09g082115.1.1
OG0009984,AT2G14660.1,MELO3C018021T1,NIOBTv3_g20438.t1,Solyc10g048190.1.1
OG0009987,AT2G03050.1,MELO3C012106T1,NIOBTv3_g41459.t1,Solyc05g007840.3.1
OG0009988,AT2G24395.1,MELO3C011169T1,NIOBTv3_g41823.t1,Solyc08g069230.3.1
OG0009989,AT2G05920.1,MELO3C015526T1,NIOBTv3_g11384.t1,Solyc07g041970.4.1
OG0009991,AT2G27740.1,MELO3C004756T1,NIOBTv3_g38560.t1,Solyc11g066970.3.1
OG0009994,AT2G36870.1,MELO3C009367T1,NIOBTv3_g02128.t1,Solyc09g008320.4.1
OG0009999,AT2G23390.1,MELO3C016473T1,NIOBTv3_g31163.t1,Solyc01g103110.3.1
OG0010001,AT2G37920.1,MELO3C003181T1,NIOBTv3_g32761.t1,Solyc09g011410.4.1
OG0010003,AT2G03070.1,MELO3C026710T1,NIOBTv3_g18424.t1,Solyc03g123960.3.1
OG0010007,AT2G27290.1,MELO3C014513T1,NIOBTv3_g01994.t1,Solyc11g068790.2.1
OG0010008,AT2G06000.1,MELO3C004654T1,NIOBTv3_g35687.t1,Solyc01g104630.3.1
OG0010010,AT2G14620.1,MELO3C018033T1,NIOBTv3_g35761.t1,Solyc01g106650.3.1
OG0010011,AT2G36145.1,MELO3C024557T1,NIOBTv3_g27617.t1,Solyc09g010120.2.1
OG0010013,AT2G36910.1,MELO3C000009T1,NIOBTv3_g35042.t1,Solyc09g008240.3.1
OG0010019,AT2G06010.1,MELO3C015519T1,NIOBTv3_g08356.t1,Solyc07g041780.3.1
OG0010022,AT2G46980.2,MELO3C013628T1,NIOBTv3_g22654.t1,Solyc01g079080.3.1
OG0010028,AT2G28940.2,MELO3C025909T1,NIOBTv3_g01826.t1,Solyc06g005520.4.1
OG0010029,AT2G38290.1,MELO3C009140T1,NIOBTv3_g10432.t1,Solyc10g076480.2.1
OG0010030,AT2G40935.1,MELO3C009700T1,NIOBTv3_g03309.t1,Solyc10g081410.2.1
OG0010032,AT2G41020.1,MELO3C009780T1,NIOBTv3_g32911.t1,Solyc11g005110.3.1
OG0010042,AT2G44980.2,MELO3C022279T1,NIOBTv3_g01913.t1,Solyc01g090650.1.1
OG0010043,AT2G17670.1,MELO3C007960T1,NIOBTv3_g22297.t1,Solyc02g082970.1.1
OG0010050,AT2G25910.2,MELO3C010771T1,NIOBTv3_g01792.t1,Solyc08g065880.3.1
OG0010055,AT2G39805.2,MELO3C008246T1,NIOBTv3_g58242.t1,Solyc05g052930.3.1
OG0010056,AT2G01818.1,MELO3C005262T1,NIOBTv3_g13801.t1,Solyc04g008090.4.1
OG0010057,AT2G04039.3,MELO3C012348T1,NIOBTv3_g27612.t1,Solyc09g018890.3.1
OG0010058,AT2G18328.1,MELO3C012498T1,NIOBTv3_g22709.t1,Solyc01g109690.1.1
OG0010059,AT2G43235.1,MELO3C017699T1,NIOBTv3_g32076.t1,Solyc09g098530.4.1
OG0010063,AT2G41000.2,MELO3C008871T1,NIOBTv3_g19745.t1,Solyc10g081220.3.1
OG0010066,AT2G39435.1,MELO3C025479T1,NIOBTv3_g35738.t1,Solyc05g054770.3.1
OG0010069,AT2G30120.2,MELO3C020505T1,NIOBTv3_g16414.t1,Solyc09g055700.4.1
OG0010071,AT2G15570.2,MELO3C018455T1,NIOBTv3_g11913.t1,Solyc01g108020.3.1
OG0010072,AT2G30105.1,MELO3C026838T1,NIOBTv3_g15081.t1,Solyc06g007250.4.1
OG0010073,AT2G02148.1,MELO3C005211T1,NIOBTv3_g39225.t1,Solyc04g008560.3.1
OG0010075,AT2G26840.2,MELO3C014549T1,NIOBTv3_g09991.t1,Solyc01g008700.4.1
OG0010077,AT2G45460.3,MELO3C006177T1,NIOBTv3_g08904.t1,Solyc01g091500.3.1
OG0010082,AT2G37020.2,MELO3C009346T1,NIOBTv3_g22932.t1,Solyc10g086210.2.1
OG0010085,AT2G21070.3,MELO3C013369T1,NIOBTv3_g34952.t1,Solyc01g098460.4.1
OG0010093,AT2G45770.2,MELO3C006136T1,NIOBTv3_g13648.t1,Solyc01g091580.3.1
OG0010096,AT2G32970.2,MELO3C019738T1,NIOBTv3_g41838.t1,Solyc07g049350.3.1
OG0010097,AT3G62330.1,MELO3C012930T1,NIOBTv3_g09365.t1,Solyc08g078610.4.1
OG0010099,AT3G06980.1,MELO3C006765T1,NIOBTv3_g22401.t1,Solyc11g045180.3.1
OG0010102,AT3G62810.1,MELO3C017957T1,NIOBTv3_g05820.t1,Solyc09g075100.3.1
OG0010103,AT3G61140.1,MELO3C006142T1,NIOBTv3_g24392.t1,Solyc01g091650.3.1
OG0010104,AT3G04760.1,MELO3C010128T1,NIOBTv3_g25093.t1,Solyc04g010060.2.1
OG0010105,AT3G06100.1,MELO3C006559T1,NIOBTv3_g02413.t1,Solyc01g079890.3.1
OG0010110,AT3G20050.1,MELO3C008567T1,NIOBTv3_g24367.t1,Solyc01g090750.3.1
OG0010112,AT3G08780.1,MELO3C026025T1,NIOBTv3_g07015.t1,Solyc09g015180.4.1
OG0010116,AT3G51710.1,MELO3C009116T1,NIOBTv3_g04023.t1,Solyc09g018490.4.1
OG0010117,AT3G07530.1,MELO3C016629T1,NIOBTv3_g32776.t1,Solyc03g097460.3.1
OG0010119,AT3G66658.2,MELO3C021272T1,NIOBTv3_g25982.t1,Solyc12g099290.2.1
OG0010120,AT3G01840.1,MELO3C008203T1,NIOBTv3_g35073.t1,Solyc02g094010.2.1
OG0010125,AT3G16990.1,MELO3C021273T1,NIOBTv3_g30823.t1,Solyc11g007570.2.1
OG0010128,AT3G52380.1,MELO3C009550T1,NIOBTv3_g24963.t1,Solyc01g006940.4.1
OG0010129,AT3G06050.1,MELO3C021410T1,NIOBTv3_g06692.t1,Solyc01g079820.3.1
OG0010130,AT3G03600.1,MELO3C011346T1,NIOBTv3_g31460.t1,Solyc01g081520.3.1
OG0010133,AT3G48110.1,MELO3C022290T1,NIOBTv3_g19362.t1,Solyc01g090200.4.1
OG0010136,AT3G44890.1,MELO3C004995T1,NIOBTv3_g12199.t1,Solyc11g066410.2.1
OG0010139,AT3G49710.1,MELO3C008891T1,NIOBTv3_g03895.t1,Solyc01g102690.4.1
OG0010143,AT3G03610.1,MELO3C019155T1,NIOBTv3_g21948.t1,Solyc10g081270.2.1
OG0010146,AT3G52420.1,MELO3C014409T1,NIOBTv3_g32692.t1,Solyc06g084300.1.1
OG0010147,AT3G17020.1,MELO3C006711T1,NIOBTv3_g24758.t1,Solyc01g059930.3.1
OG0010150,AT3G50430.1,MELO3C020890T1,NIOBTv3_g40541.t1,Solyc02g090260.3.1
OG0010154,AT3G22070.1,MELO3C018795T1,NIOBTv3_g21378.t1,Solyc07g052680.1.1
OG0010157,AT3G59300.1,MELO3C017686T1,NIOBTv3_g34293.t1,Solyc06g073500.3.1
OG0010160,AT3G29240.1,MELO3C022019T1,NIOBTv3_g36183.t1,Solyc02g067050.3.1
OG0010163,AT3G49660.1,MELO3C007681T1,NIOBTv3_g08451.t1,Solyc02g091790.3.1
OG0010167,AT3G54680.1,MELO3C018861T1,NIOBTv3_g30157.t1,Solyc07g150145.1.1
OG0010168,AT3G07330.1,MELO3C021106T1,NIOBTv3_g02158.t1,Solyc09g057640.4.1
