AT5G23090.4	PF00808
AT2G44830.1	PF00069
AT4G28860.2	PF00069
AT1G55325.2	PF18296
AT1G55325.2	PF11597
AT1G55325.2	PF06333
AT5G54000.1	PF03171
AT5G54000.1	PF14226
AT5G11820.1	PF05938
AT3G04670.1	PF10533
AT3G04670.1	PF03106
AT4G19160.3	PF13369
AT2G24500.1	PF12171
AT2G24500.1	PF12756
AT1G78060.1	PF01915
AT1G78060.1	PF14310
AT1G78060.1	PF00933
AT2G25840.1	PF00579
AT4G38440.1	PF08620
AT4G38440.1	PF08621
AT5G61910.2	PF10539
AT5G61910.1	PF10539
AT4G30610.1	PF00450
AT1G10480.1	PF13912
AT3G45480.1	PF13456
AT3G45480.1	PF01485
AT3G05280.1	PF04893
AT3G19180.1	PF13355
AT3G20540.2	PF01612
AT3G20540.2	PF00476
AT4G38120.1	PF13251
AT4G15780.1	PF13774
AT4G15780.1	PF00957
AT1G22300.3	PF00244
AT5G38030.1	PF01554
AT5G38030.1	PF01554
AT1G10600.3	PF01398
AT5G06120.3	PF03810
AT5G06120.2	PF03810
AT3G01490.1	PF07714
AT1G55700.1	PF03107
AT1G55700.1	PF03107
AT1G55700.1	PF03107
AT1G55700.1	PF03107
AT1G55700.1	PF03107
AT3G61280.1	PF05686
AT2G46720.1	PF08392
AT2G46720.1	PF08541
AT1G09530.2	PF00010
AT1G09530.1	PF00010
AT1G58330.1	PF14144
AT1G28090.3	PF12627
AT1G28090.3	PF01743
AT5G62830.1	PF07734
AT5G60580.3	PF12906
AT5G60580.1	PF12906
AT5G11420.1	PF04862
AT5G11420.1	PF04862
AT4G10400.1	PF07723
AT4G10400.1	PF08387
AT4G10400.1	PF00646
AT4G10400.2	PF07723
AT4G10400.2	PF08387
AT4G10400.2	PF00646
AT4G18010.1	PF03372
AT5G17920.2	PF01717
AT5G17920.2	PF08267
AT5G17920.1	PF01717
AT5G17920.1	PF08267
AT3G13590.1	PF03107
AT3G13590.1	PF03107
AT3G13590.1	PF03107
AT3G13590.1	PF03107
AT3G13590.1	PF03107
AT5G28020.4	PF00291
AT5G28020.2	PF00291
AT5G28020.1	PF00291
AT5G28020.6	PF00291
AT5G28020.3	PF00291
AT1G66090.1	PF00931
AT1G66090.1	PF01582
AT3G56380.1	PF00072
AT1G61180.1	PF00931
AT1G61180.1	PF13855
AT1G03360.1	PF15985
AT3G19980.1	PF00149
AT5G42400.1	PF00856
AT1G62610.1	PF00106
AT5G47280.1	PF00931
AT3G02860.1	PF12874
AT1G50460.1	PF03727
AT1G50460.1	PF00349
AT4G17760.1	PF02144
AT1G49590.1	PF06220
AT1G49590.1	PF17780
AT3G08810.1	PF00646
AT3G08810.1	PF07646
AT5G43590.1	PF01734
AT1G68660.2	PF02617
AT2G20900.2	PF00781
AT2G20900.2	PF00609
AT2G20900.3	PF00781
AT2G20900.3	PF00609
AT2G03590.1	PF07168
AT3G23460.1	PF02353
AT3G23460.1	PF02353
AT3G46480.1	PF14226
AT3G46480.1	PF03171
AT1G14470.1	PF01535
AT1G14470.1	PF01535
AT1G14470.1	PF13041
AT1G14470.1	PF13041
AT1G14470.1	PF13041
AT1G14470.1	PF13812
AT1G14470.1	PF12854
AT1G21450.1	PF03514
AT4G03000.1	PF13920
AT4G03000.2	PF13920
AT3G21730.2	PF02152
AT5G22355.1	PF03107
AT5G22355.1	PF03107
AT5G22355.1	PF03107
AT5G22355.1	PF03107
AT5G22355.1	PF03107
AT5G22355.1	PF03107
AT5G01630.1	PF00634
AT5G01630.1	PF00634
AT5G01630.1	PF00634
AT5G01630.1	PF09103
AT5G01630.1	PF09169
AT3G25550.1	PF00646
AT2G43190.4	PF01868
AT5G21920.1	PF02325
AT4G19470.1	PF13855
AT5G34940.2	PF03662
AT3G10350.2	PF02374
AT3G56350.1	PF00081
AT3G56350.1	PF02777
AT1G23460.1	PF00295
AT3G48780.1	PF00155
AT2G46090.1	PF00781
AT5G16460.1	PF06775
AT5G03390.1	PF03478
AT1G72840.1	PF01582
AT1G72840.1	PF00931
AT1G72840.1	PF07725
AT2G17750.1	PF14365
AT2G17750.1	PF03080
AT4G18596.1	PF01190
AT3G04000.1	PF13561
AT1G09440.1	PF00069
AT3G12930.1	PF02410
AT4G17040.1	PF00574
AT4G14080.1	PF07983
AT4G14080.1	PF00332
AT4G28510.1	PF01145
AT1G52825.1	PF09803
AT5G35620.1	PF01652
AT3G19800.1	PF02620
AT3G63380.1	PF00690
AT3G63380.1	PF00689
AT3G63380.1	PF00122
AT3G63380.1	PF00702
AT4G19150.2	PF12796
AT1G80170.1	PF00295
AT1G06680.1	PF01789
AT1G18090.1	PF00867
AT1G18090.1	PF00752
AT3G63450.1	PF00076
AT3G63450.2	PF00076
AT4G27120.2	PF09756
AT4G27120.1	PF09756
AT4G09130.1	PF13639
AT1G20260.1	PF00006
AT1G20260.1	PF02874
AT1G62990.1	PF03790
AT1G62990.1	PF05920
AT1G62990.1	PF03791
AT5G53450.1	PF00069
AT5G53450.1	PF04755
AT3G19400.2	PF08246
AT3G19400.2	PF00112
AT2G29960.1	PF00160
AT3G14210.1	PF00657
AT2G25500.1	PF02545
AT1G32600.1	PF07734
AT4G34270.1	PF04176
AT1G68600.1	PF11744
AT4G36100.1	PF04859
AT3G49810.1	PF04564
AT3G26350.1	PF03168
AT5G62240.1	PF12214
AT2G32770.3	PF14008
AT2G32770.3	PF00149
AT2G32770.3	PF16656
AT2G01370.1	PF04504
AT1G01080.2	PF00076
AT1G01080.2	PF00076
AT4G31120.2	PF17286
AT4G31120.2	PF17285
AT4G31120.2	PF05185
AT2G35670.1	PF09733
AT4G16280.1	PF00076
AT4G16280.1	PF00397
AT5G20820.1	PF02519
AT5G39890.1	PF07847
AT3G27430.2	PF00227
AT3G61320.1	PF01062
AT2G47780.1	PF05755
AT5G47330.1	PF02089
AT1G67900.2	PF03000
AT1G67900.3	PF03000
AT1G67900.1	PF03000
AT2G18660.1	PF03330
AT2G44410.1	PF13920
AT3G05310.1	PF00071
AT3G05310.1	PF01926
AT3G05310.1	PF08356
AT3G05310.1	PF08355
AT1G23400.1	PF01985
AT1G23400.1	PF01985
AT3G58000.1	PF05678
AT1G18550.1	PF00225
AT3G51840.1	PF02771
AT3G51840.1	PF00441
AT3G51840.1	PF02770
AT1G27770.1	PF00122
AT1G27770.1	PF00689
AT1G27770.1	PF12515
AT1G27770.1	PF00690
AT1G27770.1	PF13246
AT4G06583.1	PF11690
AT4G32900.2	PF01981
AT5G37430.1	PF04510
AT5G37430.1	PF04510
AT5G37430.1	PF04510
AT4G23740.1	PF00069
AT4G23740.1	PF13855
AT4G23740.1	PF13855
AT4G23740.1	PF08263
AT5G15000.1	PF05617
AT2G44110.1	PF03094
AT2G19990.1	PF00188
AT4G37070.4	PF01734
AT2G16225.1	PF18209
AT4G26950.2	PF04520
AT4G26950.1	PF04520
AT3G27320.1	PF07859
AT3G18660.3	PF01501
AT3G11330.1	PF13855
AT3G11330.1	PF13855
AT3G11330.1	PF13855
AT4G08320.2	PF13431
AT4G08320.2	PF16546
AT1G73030.1	PF03357
AT5G28470.1	PF00854
AT5G58500.1	PF04852
AT1G56440.1	PF13181
AT1G56440.1	PF13877
AT2G03780.1	PF01997
AT3G01010.1	PF03720
AT4G28680.4	PF00282
AT4G04830.1	PF01641
AT5G06370.1	PF04970
AT5G20410.1	PF04101
AT5G20410.1	PF06925
AT3G56940.2	PF02915
AT2G45420.1	PF03195
AT5G59530.1	PF03171
AT5G59530.1	PF14226
AT4G16160.1	PF02466
AT1G15170.1	PF01554
AT1G15170.1	PF01554
AT5G21950.1	PF00561
AT5G57090.1	PF03547
AT4G23990.1	PF03552
AT4G23990.1	PF03552
AT5G14740.4	PF00484
AT1G56120.1	PF11721
AT1G56120.1	PF13855
AT1G56120.1	PF07714
AT2G14000.1	PF03078
AT2G27030.2	PF13499
AT2G27030.2	PF13833
AT4G20260.6	PF05558
AT1G59820.1	PF16209
AT1G59820.1	PF16212
AT1G59820.1	PF13246
AT1G59820.1	PF00122
AT4G09153.1	PF07333
AT5G62430.1	PF02701
AT5G37030.1	PF13086
AT5G37030.1	PF13086
AT5G37030.1	PF13087
AT1G69523.1	PF08241
AT3G18720.1	PF00646
AT4G37140.1	PF12697
AT1G06570.2	PF00903
AT5G36150.1	PF13243
AT5G36150.1	PF13249
AT5G05920.2	PF01916
AT4G33020.1	PF02535
AT1G70180.2	PF00536
AT3G24820.1	PF03909
AT2G37030.1	PF02519
AT2G29525.2	PF14360
AT3G06640.1	PF07714
AT3G06640.1	PF00989
AT1G22700.3	PF00515
AT1G22700.3	PF13432
AT5G55300.2	PF14370
AT5G55300.2	PF02919
AT5G55300.2	PF01028
AT5G50590.1	PF00106
AT5G50690.1	PF00106
AT4G36830.1	PF01151
AT1G22830.2	PF13041
AT1G22830.2	PF13041
AT1G22830.2	PF13041
AT1G22830.2	PF01535
AT1G22830.2	PF01535
AT1G22830.2	PF01535
AT1G22830.2	PF01535
AT1G22830.2	PF01535
AT1G22830.1	PF13041
AT1G22830.1	PF13041
AT1G22830.1	PF13041
AT1G22830.1	PF01535
AT1G22830.1	PF01535
AT1G22830.1	PF01535
AT1G22830.1	PF01535
AT1G22830.1	PF01535
AT1G34640.1	PF06645
AT3G01480.1	PF00160
AT4G36540.1	PF00010
AT3G54280.1	PF00271
AT3G54280.1	PF00176
AT3G54280.1	PF12054
AT1G08040.2	PF05212
AT1G08040.1	PF05212
AT1G60400.1	PF07723
AT1G60400.1	PF00646
AT5G44750.1	PF00817
AT5G44750.1	PF16589
AT5G44750.1	PF11799
AT3G61210.1	PF08241
AT3G60020.1	PF01466
AT3G60020.1	PF03931
AT1G43170.4	PF00297
AT2G07785.1	PF00146
AT4G04700.1	PF13499
AT4G04700.1	PF13499
AT4G04700.1	PF00069
AT5G09600.2	PF01127
AT2G07180.2	PF07714
AT2G07180.1	PF07714
AT5G13000.1	PF14288
AT5G13000.1	PF02364
AT5G13000.1	PF04652
AT5G03980.1	PF00657
AT5G45880.1	PF01190
AT5G55850.1	PF05627
AT1G16980.1	PF00982
AT1G16980.1	PF02358
AT5G03180.1	PF12906
AT1G06260.1	PF08246
AT1G06260.1	PF00112
AT4G17245.1	PF13639
AT2G20830.1	PF07837
AT3G55940.1	PF00387
AT3G55940.1	PF00168
AT3G55940.1	PF09279
AT3G55940.1	PF00388
AT3G23880.1	PF00646
AT3G23880.1	PF08268
AT4G31000.2	PF07887
AT4G31000.2	PF07887
AT5G57580.1	PF07887
AT1G13860.4	PF03141
AT1G13860.1	PF03141
AT1G13860.3	PF03141
AT1G55260.2	PF14368
AT3G15170.1	PF02365
AT1G78400.1	PF00295
AT2G32550.1	PF04078
AT5G44400.1	PF01565
AT5G44400.1	PF08031
AT1G23290.1	PF00828
AT1G73690.1	PF00069
AT3G47490.1	PF01844
AT5G05100.1	PF12752
AT5G05100.1	PF01424
AT5G04370.1	PF03492
AT2G31425.1	PF04043
AT5G48880.3	PF00108
AT5G48880.3	PF02803
AT5G48880.2	PF00108
AT5G48880.2	PF02803
AT3G25400.1	PF12643
AT5G65550.1	PF00201
AT5G52520.1	PF09180
AT5G52520.1	PF03129
AT5G52520.1	PF00587
AT3G11930.1	PF00582
AT5G19820.1	PF13646
AT5G19820.1	PF18808
AT5G19820.1	PF02985
AT5G24590.2	PF02365
AT5G48010.1	PF13249
AT5G48010.1	PF13243
AT5G01830.1	PF00514
AT5G01830.1	PF04564
AT3G16510.1	PF00168
AT5G52490.1	PF01269
AT4G16360.1	PF16561
AT4G16360.1	PF04739
AT5G19590.1	PF04398
AT4G09080.1	PF01103
AT5G10380.1	PF13639
AT2G44660.1	PF03155
AT2G39690.1	PF14389
AT2G39690.1	PF04784
AT5G63460.3	PF10172
AT5G63460.3	PF02037
AT5G13070.1	PF04707
AT1G08650.2	PF00069
AT5G17710.1	PF01025
AT1G13635.2	PF03352
AT1G13635.1	PF03352
AT5G40360.1	PF13921
AT3G17230.1	PF04043
AT3G17230.1	PF04043
AT3G27940.1	PF03195
AT2G31280.1	PF14215
AT2G31280.1	PF14215
AT1G08960.1	PF01699
AT1G08960.1	PF01699
AT1G73210.2	PF05623
AT1G20640.2	PF02042
AT1G20640.2	PF00564
AT1G20640.1	PF02042
AT1G20640.1	PF00564
AT4G13580.1	PF03018
AT5G08130.3	PF00010
AT1G76800.1	PF01988
AT1G76800.1	PF01988
AT5G43240.2	PF05056
AT2G47910.2	PF08847
AT4G25960.1	PF00664
AT4G25960.1	PF00664
AT4G25960.1	PF00005
AT4G25960.1	PF00005
AT2G32170.1	PF07942
AT2G41710.2	PF00847
AT2G36830.1	PF00230
AT5G58080.1	PF00249
AT5G58080.1	PF00072
AT4G19880.2	PF13409
AT4G19880.2	PF13410
AT3G53200.1	PF00249
AT3G53200.1	PF00249
AT5G49940.1	PF01106
AT5G49940.1	PF01106
AT5G23720.1	PF09192
AT5G23720.1	PF00782
AT1G57820.1	PF13920
AT1G57820.1	PF13445
AT1G57820.1	PF02182
AT5G16740.1	PF01490
AT3G63440.1	PF09265
AT3G63440.1	PF01565
AT5G07050.1	PF00892
AT5G07050.1	PF00892
AT3G54380.3	PF03399
AT2G28550.1	PF00847
AT5G53510.1	PF03169
AT4G24010.1	PF03552
AT4G24010.1	PF03552
AT5G05800.1	PF12776
AT5G05800.1	PF12776
AT5G05800.2	PF12776
AT5G05800.2	PF12776
AT1G30100.1	PF03055
AT4G05490.1	PF12937
AT1G69330.1	PF13445
AT2G47850.1	PF00642
AT2G47850.1	PF00642
AT2G47850.1	PF00642
AT2G47850.1	PF00642
AT2G47850.1	PF00642
AT2G47850.3	PF00642
AT2G47850.3	PF00642
AT2G47850.3	PF00642
AT2G47850.3	PF00642
AT2G47850.3	PF00642
AT5G46610.1	PF11744
AT5G43500.1	PF00022
AT1G70620.3	PF15996
AT5G54300.1	PF05553
AT5G54300.1	PF14364
AT1G21710.1	PF07934
AT1G21710.1	PF00730
AT5G55100.2	PF01805
AT5G55100.2	PF01805
AT5G55100.2	PF09750
AT1G03280.1	PF02002
AT4G31170.4	PF07714
AT4G22380.1	PF01248
AT1G08920.3	PF00083
AT1G69610.1	PF07891
AT4G12280.1	PF01179
AT5G60780.1	PF07690
AT1G31020.1	PF00085
AT2G27960.1	PF01111
AT3G57550.1	PF00625
AT5G37020.1	PF06507
AT5G37020.1	PF02309
AT5G37020.1	PF02362
AT3G30180.1	PF00067
AT1G27045.1	PF00046
AT1G27045.1	PF02183
AT3G59190.1	PF07723
AT3G59190.1	PF00646
AT3G63410.1	PF08241
AT2G47830.1	PF16916
AT2G47830.1	PF01545
AT3G50190.1	PF03140
AT1G52730.2	PF00400
AT1G52730.2	PF00400
AT1G52730.2	PF00400
AT1G52730.2	PF00400
AT1G52730.1	PF00400
AT1G52730.1	PF00400
AT1G52730.1	PF00400
AT1G52730.1	PF00400
AT3G48460.1	PF00657
AT4G24770.1	PF00076
AT4G24770.1	PF00076
AT2G27190.1	PF16656
AT2G27190.1	PF14008
AT2G27190.1	PF00149
AT2G19610.1	PF13456
AT2G19610.1	PF01485
AT3G10405.1	PF12646
AT4G29850.1	PF05915
AT3G47360.1	PF00106
AT1G05920.1	PF03754
AT3G27340.1	PF06155
AT4G13620.1	PF00847
AT3G51990.1	PF00069
AT2G38860.3	PF01965
AT3G15510.1	PF02365
AT2G41540.2	PF01210
AT2G41540.2	PF07479
AT2G41540.3	PF01210
AT2G41540.3	PF07479
AT2G41540.1	PF01210
AT2G41540.1	PF07479
AT5G14710.1	PF10178
AT1G76640.1	PF13833
AT1G76640.1	PF13499
AT5G45930.1	PF01078
AT5G45930.1	PF17863
AT1G75130.1	PF00067
AT5G19470.1	PF00293
AT5G19470.1	PF15916
AT4G27890.1	PF04969
AT5G08660.1	PF11961
AT5G08660.1	PF05003
AT1G30730.1	PF08031
AT1G30730.1	PF01565
AT4G17770.1	PF00982
AT4G17770.1	PF02358
AT2G30020.1	PF00481
AT1G61640.1	PF03109
AT5G40950.1	PF01016
AT5G24170.1	PF04178
AT2G28850.1	PF00067
AT5G06070.1	PF13912
AT2G28190.1	PF00080
AT5G65000.2	PF04142
AT1G55670.1	PF01241
AT2G02450.2	PF02365
AT3G61600.1	PF00651
AT3G61600.1	PF07707
AT2G43920.1	PF05724
AT3G17400.1	PF00646
AT1G16900.1	PF03901
AT2G44340.1	PF05678
AT1G02816.1	PF04398
AT5G50390.1	PF01535
AT5G50390.1	PF01535
AT5G50390.1	PF01535
AT5G50390.1	PF13041
AT5G50390.1	PF13041
AT5G50390.1	PF14432
AT5G51960.1	PF13233
AT5G04130.2	PF00204
AT5G04130.2	PF02518
AT3G58450.1	PF00582
AT1G23640.1	PF02713
AT1G23640.1	PF02713
AT3G61040.2	PF00067
AT5G57565.1	PF00069
AT5G57565.4	PF00069
AT5G57565.5	PF00069
AT1G18860.1	PF03106
AT3G11270.1	PF01398
AT3G11270.1	PF13012
AT1G46264.1	PF00447
AT2G31360.1	PF00487
AT2G28960.1	PF00069
AT2G28960.1	PF12819
AT2G28960.1	PF13855
AT2G36750.1	PF00201
ATMG00960.1	PF01578
AT2G36430.1	PF03140
AT3G44130.1	PF00646
AT3G44130.1	PF07734
AT5G40650.1	PF13085
AT5G40650.1	PF13534
AT2G31910.1	PF00999
AT1G69880.1	PF00085
AT3G13330.1	PF16507
AT3G13330.1	PF16507
AT3G13330.1	PF11919
AT1G30610.1	PF13041
AT1G30610.1	PF01535
AT1G30610.1	PF01535
AT1G30610.1	PF13812
AT1G16870.1	PF10236
AT4G13040.3	PF00847
AT2G44270.2	PF01171
AT2G44270.2	PF16503
AT4G35670.1	PF00295
AT3G09650.1	PF01535
AT3G09650.1	PF01535
AT3G09650.1	PF12854
AT3G09650.1	PF13812
AT3G09650.1	PF13041
AT3G09650.1	PF13041
AT3G09650.1	PF13041
AT4G29170.1	PF03962
AT4G29170.1	PF18517
AT3G19670.1	PF00397
AT3G19670.1	PF00397
AT3G19670.1	PF01846
AT3G19670.1	PF01846
AT3G19670.1	PF01846
AT3G19670.1	PF01846
AT5G46760.1	PF00010
AT5G46760.1	PF14215
AT5G42430.1	PF08268
AT5G42430.1	PF00646
AT3G17090.1	PF00481
AT5G24220.1	PF01764
AT2G31740.1	PF08241
AT5G07280.1	PF00560
AT5G07280.1	PF08263
AT5G07280.1	PF13855
AT5G07280.1	PF13855
AT5G07280.1	PF13855
AT5G07280.1	PF13855
AT5G07280.1	PF07714
AT5G07280.1	PF13516
AT5G07280.1	PF13516
AT3G03820.1	PF02519
AT1G57770.1	PF01593
AT4G12040.1	PF01428
AT4G12040.1	PF01754
AT4G12040.2	PF01428
AT4G12040.2	PF01754
AT4G14510.1	PF01985
AT4G14510.1	PF01985
AT4G14510.1	PF01985
AT2G14760.1	PF00010
AT1G79440.1	PF00171
AT1G36340.1	PF00179
AT2G16880.1	PF12854
AT2G16880.1	PF13812
AT2G16880.1	PF13041
AT2G16880.1	PF13041
AT2G16880.1	PF13041
AT2G16880.1	PF13041
AT2G16880.1	PF13041
AT2G16880.1	PF13041
AT4G14590.1	PF10189
AT1G20950.1	PF00365
AT3G43120.1	PF02519
AT4G27940.1	PF00153
AT4G27940.1	PF00153
AT4G27940.1	PF00153
AT5G17440.1	PF03194
AT5G17440.1	PF03194
AT2G18876.1	PF11559
AT3G51810.1	PF00477
AT5G65930.3	PF00373
AT5G65930.3	PF00225
AT5G65930.3	PF09379
AT5G65930.3	PF00784
AT4G23660.3	PF01040
AT2G47510.2	PF00206
AT2G47510.2	PF10415
AT2G47510.1	PF00206
AT2G47510.1	PF10415
AT4G20110.1	PF02225
AT4G00420.3	PF14709
AT2G21040.1	PF00168
AT3G06350.1	PF08501
AT3G06350.1	PF01488
AT3G06350.1	PF18317
AT3G06350.1	PF01487
AT5G14790.1	PF12348
AT4G34490.1	PF08603
AT4G34490.1	PF01213
AT3G20920.2	PF03839
AT1G10940.2	PF00069
AT1G51730.1	PF05773
AT3G22840.1	PF00504
AT5G23670.2	PF00155
AT5G23670.1	PF00155
AT3G47540.1	PF00182
AT3G47540.1	PF00182
AT2G30440.1	PF10502
AT4G34150.1	PF00168
AT5G35190.1	PF04554
AT5G35190.1	PF04554
AT5G35190.1	PF04554
AT5G35190.1	PF04554
AT5G35190.1	PF04554
AT5G02450.1	PF01158
AT5G43990.3	PF00856
AT5G43990.3	PF10440
AT5G43990.3	PF05033
AT5G43990.1	PF00856
AT5G43990.1	PF10440
AT5G43990.1	PF05033
AT5G43990.4	PF00856
AT5G43990.4	PF10440
AT5G43990.4	PF05033
AT4G38380.1	PF01554
AT4G38380.1	PF01554
AT5G49970.2	PF03853
AT5G49970.2	PF01243
AT2G39240.1	PF05327
AT3G59000.2	PF12937
AT3G15520.1	PF00160
AT5G56970.1	PF09265
AT5G56970.1	PF01565
AT2G20060.1	PF00573
AT1G77710.1	PF03671
AT1G52800.1	PF03171
AT1G52800.1	PF14226
AT1G56400.2	PF00646
AT5G07475.1	PF02298
AT4G09560.1	PF02225
AT4G09560.1	PF13639
AT3G26920.2	PF08387
AT3G26920.2	PF07723
AT1G27270.1	PF02671
AT1G27270.1	PF02671
AT3G21980.1	PF01657
AT3G21980.1	PF01657
AT3G55750.1	PF01247
AT3G23790.1	PF00501
AT1G52320.2	PF04782
AT1G52320.2	PF04783
AT2G44000.1	PF03168
AT4G29930.2	PF00010
AT5G52300.2	PF07918
AT1G12030.1	PF04720
AT3G63420.1	PF00631
AT3G63420.2	PF00631
AT2G04170.1	PF00917
AT2G04170.1	PF00917
AT2G04170.2	PF00917
AT2G04170.2	PF00917
AT5G48905.1	PF07333
AT2G41760.1	PF09764
AT4G34760.1	PF02519
AT1G68290.1	PF02265
AT5G23260.3	PF00319
AT5G23260.3	PF01486
AT5G24070.1	PF00141
AT3G25440.2	PF01985
AT1G62430.1	PF01148
AT4G30810.1	PF00450
AT5G16990.1	PF00107
AT5G16990.1	PF16884
AT2G05830.4	PF01008
AT1G07890.8	PF00141
AT1G07890.7	PF00141
AT1G07890.2	PF00141
AT1G07890.5	PF00141
AT1G07890.4	PF00141
AT1G07890.3	PF00141
AT1G07890.1	PF00141
AT5G54710.1	PF13962
AT5G54710.1	PF12796
AT5G54710.1	PF12796
AT5G39190.2	PF00190
AT1G10530.1	PF14009
AT2G32720.1	PF00173
AT2G47150.1	PF13561
AT2G47150.1	PF13561
AT2G47150.1	PF00106
AT1G15020.1	PF00085
AT1G15020.1	PF04777
AT2G44950.1	PF13920
AT4G16765.1	PF03171
AT1G30200.1	PF12937
AT1G30200.2	PF12937
AT1G22690.1	PF02704
AT1G22690.3	PF02704
AT1G22690.2	PF02704
AT2G26750.1	PF00561
AT3G22710.1	PF00646
AT3G22710.1	PF07734
AT1G72370.2	PF00318
AT1G72370.2	PF00318
AT1G52620.1	PF13041
AT1G52620.1	PF13041
AT1G52620.1	PF13041
AT1G52620.1	PF13041
AT1G52620.1	PF13041
AT1G52620.1	PF13041
AT1G52620.1	PF13041
AT1G52620.1	PF12854
AT5G19840.1	PF13621
AT5G15820.1	PF13639
AT5G66830.1	PF00646
AT5G66830.1	PF03478
AT5G65490.1	PF07093
AT1G24260.1	PF00319
AT1G24260.1	PF01486
AT1G62410.1	PF02854
AT3G59710.1	PF00106
AT3G59710.1	PF13561
AT2G17730.1	PF13441
AT2G17730.1	PF13639
AT1G66020.1	PF03936
AT1G66020.1	PF01397
AT4G28270.1	PF13445
AT5G16130.1	PF01251
AT4G17230.1	PF03514
AT2G30990.3	PF05097
AT2G30990.3	PF05097
AT5G66700.1	PF00046
AT5G01550.1	PF00139
AT5G01550.1	PF00069
AT4G21070.1	PF13771
AT4G21070.1	PF00533
AT4G21070.1	PF16589
AT4G21070.1	PF13923
AT3G50930.1	PF14363
AT3G50930.1	PF00004
AT1G78660.2	PF07722
AT2G25360.1	PF01485
AT2G25360.1	PF01485
AT2G25360.1	PF13456
AT2G25360.1	PF00097
AT1G60790.1	PF14416
AT1G60790.1	PF13839
AT2G41640.1	PF04577
AT5G66005.3	PF03266
AT5G20500.1	PF00462
AT1G13210.1	PF16209
AT1G13210.1	PF16212
AT1G13210.1	PF13246
AT4G05440.2	PF07065
AT5G60060.1	PF03478
AT5G60060.1	PF00646
AT5G41840.1	PF07723
AT5G41840.1	PF00646
AT3G05910.2	PF03283
AT4G27100.2	PF00566
AT5G25560.2	PF05495
AT5G25560.2	PF13639
AT1G78830.1	PF01453
AT5G59270.1	PF00069
AT5G59270.1	PF00139
AT2G44470.1	PF00232
AT4G31900.2	PF06461
AT4G31900.2	PF00385
AT4G31900.2	PF06465
AT4G31900.2	PF00271
AT4G31900.2	PF00176
AT2G18190.1	PF14363
AT2G18190.1	PF00004
AT4G12620.1	PF17872
AT4G12620.1	PF00004
AT4G12620.1	PF01426
AT4G12620.1	PF00628
AT3G51150.2	PF11995
AT3G51150.2	PF00225
AT2G35460.1	PF03168
AT2G22230.1	PF07977
AT4G14720.1	PF09425
AT4G14720.1	PF06200
AT1G09420.1	PF00479
AT1G09420.1	PF02781
AT5G19580.1	PF07250
AT5G19580.1	PF09118
AT1G74140.3	PF01694
AT4G32000.1	PF00069
AT5G07990.1	PF00067
AT5G49020.1	PF06325
AT3G02530.1	PF00118
AT4G38510.4	PF00006
AT4G38510.4	PF02874
AT4G38510.1	PF00006
AT4G38510.1	PF02874
AT4G38510.2	PF00006
AT4G38510.2	PF02874
AT4G38510.3	PF00006
AT4G38510.3	PF02874
AT3G59590.1	PF01419
AT3G59590.1	PF07734
AT2G25440.1	PF13855
AT2G25440.1	PF13855
AT2G25440.1	PF13516
AT5G35900.1	PF03195
AT1G23710.1	PF07816
AT5G43920.1	PF00400
AT5G43920.1	PF00400
AT5G43920.1	PF00400
AT5G43920.1	PF00400
AT5G43920.1	PF00400
AT4G10895.1	PF05938
AT1G43667.1	PF14368
AT3G55020.1	PF00566
AT2G34940.1	PF02225
AT1G48410.3	PF16488
AT1G48410.3	PF16486
AT1G48410.3	PF02171
AT1G48410.3	PF02170
AT1G48410.3	PF08699
AT1G48410.3	PF12764
AT1G48410.3	PF16487
AT1G48410.2	PF16488
AT1G48410.2	PF16486
AT1G48410.2	PF02171
AT1G48410.2	PF02170
AT1G48410.2	PF08699
AT1G48410.2	PF12764
AT1G48410.2	PF16487
AT3G03300.1	PF00270
AT3G03300.1	PF03368
AT3G03300.1	PF00271
AT3G03300.1	PF02170
AT3G03300.1	PF00636
AT3G03300.1	PF00636
AT3G03300.3	PF00270
AT3G03300.3	PF03368
AT3G03300.3	PF00271
AT3G03300.3	PF02170
AT3G03300.3	PF00636
AT3G03300.3	PF00636
AT4G17900.2	PF04640
AT1G76290.1	PF00501
AT1G76290.1	PF13193
AT3G54740.1	PF04576
AT5G54530.1	PF04398
AT3G55605.1	PF02330
AT5G37770.1	PF13499
AT5G37770.1	PF13499
AT5G18830.3	PF03110
AT1G67880.1	PF04724
AT3G13800.1	PF12706
AT1G24610.1	PF09273
AT1G24610.1	PF00856
AT1G12040.1	PF08263
AT5G51000.1	PF00646
AT5G51000.1	PF07734
AT5G66720.1	PF13672
AT1G08200.1	PF01370
AT3G13490.1	PF01336
AT3G13490.1	PF00152
AT1G73530.1	PF00076
AT2G33240.1	PF02736
AT2G33240.1	PF01843
AT2G33240.1	PF00612
AT2G33240.1	PF00612
AT2G33240.1	PF00063
AT1G61390.1	PF07714
AT1G61390.1	PF11883
AT1G61390.1	PF01453
AT1G61390.1	PF08276
AT1G61390.1	PF00954
AT4G13790.1	PF02519
AT3G44730.1	PF00225
AT3G44730.1	PF00307
AT4G39970.1	PF13419
AT4G01160.1	PF00651
AT4G01160.1	PF07707
AT5G09740.2	PF01853
AT5G09740.2	PF11717
AT5G17690.1	PF00385
AT5G43430.1	PF01012
AT4G02733.1	PF12937
