IPR011545	DEAD/DEAH box helicase domain
IPR001128	Cytochrome P450
IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase
IPR004231	Carboxypeptidase A inhibitor-like

IPR039429	Serine hydroxymethyltransferase-like domain
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR

IPR011650	Peptidase M20, dimerisation domain
IPR002933	Peptidase M20
IPR017439	Amidohydrolase
IPR003653	Ulp1 protease family, C-terminal catalytic domain
IPR002160	Proteinase inhibitor I3, Kunitz legume
IPR002160	Proteinase inhibitor I3, Kunitz legume
IPR002160	Proteinase inhibitor I3, Kunitz legume
IPR002160	Proteinase inhibitor I3, Kunitz legume
IPR002160	Proteinase inhibitor I3, Kunitz legume
IPR007075	RNA polymerase Rpb1, domain 6





IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR007081	RNA polymerase Rpb1, domain 5
IPR000722	RNA polymerase, alpha subunit
IPR007083	RNA polymerase Rpb1, domain 4
IPR007073	RNA polymerase Rpb1, domain 7
IPR007066	RNA polymerase Rpb1, domain 3
IPR007080	RNA polymerase Rpb1, domain 1
IPR003854	Gibberellin regulated protein
IPR031468	Synaptotagmin-like mitochondrial-lipid-binding domain
IPR000008	C2 domain
IPR000008	C2 domain
IPR039010	Synaptotagmin, SMP domain
IPR000008	C2 domain
IPR000008	C2 domain
IPR000008	C2 domain
IPR000008	C2 domain
IPR000008	C2 domain
IPR001236	Lactate/malate dehydrogenase, N-terminal
IPR001557	L-lactate/malate dehydrogenase
IPR001557	L-lactate/malate dehydrogenase
IPR001557	L-lactate/malate dehydrogenase
IPR001557	L-lactate/malate dehydrogenase
IPR001557	L-lactate/malate dehydrogenase
IPR011304	L-lactate dehydrogenase
IPR022383	Lactate/malate dehydrogenase, C-terminal
IPR001810	F-box domain
IPR001810	F-box domain
IPR006689	Small GTPase superfamily, ARF/SAR type
IPR006689	Small GTPase superfamily, ARF/SAR type
IPR006689	Small GTPase superfamily, ARF/SAR type
IPR006689	Small GTPase superfamily, ARF/SAR type

IPR005225	Small GTP-binding protein domain
IPR025558	Domain of unknown function DUF4283
IPR005720	Dihydroorotate dehydrogenase domain
IPR005720	Dihydroorotate dehydrogenase domain
IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain
IPR003340	B3 DNA binding domain
IPR003340	B3 DNA binding domain
IPR008207	Signal transduction histidine kinase, phosphotransfer (Hpt) domain
IPR008207	Signal transduction histidine kinase, phosphotransfer (Hpt) domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR000782	FAS1 domain
IPR000782	FAS1 domain
IPR000782	FAS1 domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR032867	DYW domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR021820	S-locus receptor kinase, C-terminal
IPR021099	Plant organelle RNA recognition domain
IPR002156	Ribonuclease H domain
IPR001623	DnaJ domain
IPR004895	Prenylated rab acceptor PRA1
IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain
IPR028124	Small acidic protein-like domain
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR000719	Protein kinase domain
IPR000858	S-locus glycoprotein domain
IPR003609	PAN/Apple domain
IPR021820	S-locus receptor kinase, C-terminal
IPR003609	PAN/Apple domain
IPR001480	Bulb-type lectin domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001480	Bulb-type lectin domain
IPR000547	Clathrin, heavy chain/VPS, 7-fold repeat
IPR000547	Clathrin, heavy chain/VPS, 7-fold repeat
IPR000073	Alpha/beta hydrolase fold-1
IPR029480	Transposase-associated domain
IPR007011	Late embryogenesis abundant protein, SMP subgroup domain
IPR007011	Late embryogenesis abundant protein, SMP subgroup domain
IPR007011	Late embryogenesis abundant protein, SMP subgroup domain
IPR007011	Late embryogenesis abundant protein, SMP subgroup domain
IPR007011	Late embryogenesis abundant protein, SMP subgroup domain
IPR007011	Late embryogenesis abundant protein, SMP subgroup domain
IPR000836	Phosphoribosyltransferase domain
IPR004467	Orotate phosphoribosyl transferase domain
IPR014732	Orotidine 5'-phosphate decarboxylase
IPR001754	Orotidine 5'-phosphate decarboxylase domain
IPR006917	SOUL haem-binding protein
IPR018790	Protein of unknown function DUF2358
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR002022	Pectate lyase
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR000719	Protein kinase domain
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR001611	Leucine-rich repeat
IPR000719	Protein kinase domain
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR012881	Protein of unknown function DUF1685
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR011527	ABC transporter type 1, transmembrane domain
IPR011527	ABC transporter type 1, transmembrane domain
IPR011527	ABC transporter type 1, transmembrane domain
IPR003439	ABC transporter-like
IPR011527	ABC transporter type 1, transmembrane domain
IPR003439	ABC transporter-like
IPR001650	Helicase, C-terminal
IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR011545	DEAD/DEAH box helicase domain
IPR001650	Helicase, C-terminal
IPR018973	DEAD/DEAH-box helicase, putative
IPR000626	Ubiquitin-like domain
IPR000195	Rab-GTPase-TBC domain
IPR000195	Rab-GTPase-TBC domain
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR001128	Cytochrome P450
IPR000225	Armadillo
IPR002652	Importin-alpha, importin-beta-binding domain
IPR002652	Importin-alpha, importin-beta-binding domain
IPR000225	Armadillo
IPR000225	Armadillo
IPR000225	Armadillo
IPR000225	Armadillo
IPR000225	Armadillo
IPR000225	Armadillo
IPR000225	Armadillo
IPR000225	Armadillo
IPR032413	Atypical Arm repeat
IPR000225	Armadillo
IPR000225	Armadillo
IPR025486	Domain of unknown function DUF4378
IPR005123	Oxoglutarate/iron-dependent dioxygenase
IPR026992	Non-haem dioxygenase N-terminal domain
IPR005123	Oxoglutarate/iron-dependent dioxygenase
IPR006909	Rad21/Rec8-like protein, C-terminal, eukaryotic
IPR006910	Rad21/Rec8-like protein, N-terminal
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR006139	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
IPR002182	NB-ARC



IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR017986	WD40-repeat-containing domain
IPR001680	WD40 repeat
IPR017986	WD40-repeat-containing domain
IPR011124	Zinc finger, CW-type
IPR001739	Methyl-CpG DNA binding
IPR001739	Methyl-CpG DNA binding
IPR011124	Zinc finger, CW-type
IPR013094	Alpha/beta hydrolase fold-3
IPR022764	Peptidase S54, rhomboid domain
IPR013149	Alcohol dehydrogenase, C-terminal
IPR013154	Alcohol dehydrogenase, N-terminal
IPR003035	RWP-RK domain
IPR000270	PB1 domain
IPR000270	PB1 domain
IPR003035	RWP-RK domain
IPR008501	THO complex subunit 7/Mft1
IPR019460	Autophagy-related protein 11, C-terminal
IPR000679	Zinc finger, GATA-type
IPR000679	Zinc finger, GATA-type
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR004640	Co-chaperone Hsc20
IPR009073	Co-chaperone HscB, C-terminal oligomerisation domain
IPR017930	Myb domain
IPR017930	Myb domain
IPR001005	SANT/Myb domain
IPR001005	SANT/Myb domain
IPR003653	Ulp1 protease family, C-terminal catalytic domain
IPR003653	Ulp1 protease family, C-terminal catalytic domain
IPR032259	Enoyl-CoA hydratase/isomerase,  HIBYL-CoA-H type
IPR001388	Synaptobrevin
IPR010908	Longin domain
IPR010908	Longin domain
IPR042855	v-SNARE, coiled-coil homology domain
IPR013097	Stress responsive alpha-beta barrel
IPR013097	Stress responsive alpha-beta barrel
IPR001087	GDSL lipase/esterase
IPR010264	Plant self-incompatibility S1
IPR002048	EF-hand domain
IPR017926	Glutamine amidotransferase
IPR017926	Glutamine amidotransferase
IPR013506	DNA topoisomerase, type IIA, subunit B, domain 2
IPR006171	TOPRIM  domain
IPR006171	TOPRIM  domain
IPR001154	DNA topoisomerase II, eukaryotic-type
IPR001154	DNA topoisomerase II, eukaryotic-type
IPR001154	DNA topoisomerase II, eukaryotic-type
IPR001154	DNA topoisomerase II, eukaryotic-type
IPR001154	DNA topoisomerase II, eukaryotic-type
IPR001154	DNA topoisomerase II, eukaryotic-type
IPR001154	DNA topoisomerase II, eukaryotic-type
IPR001154	DNA topoisomerase II, eukaryotic-type
IPR001154	DNA topoisomerase II, eukaryotic-type
IPR001154	DNA topoisomerase II, eukaryotic-type
IPR001154	DNA topoisomerase II, eukaryotic-type
IPR031660	C-terminal associated domain of TOPRIM









IPR002205	DNA topoisomerase, type IIA, subunit A/C-terminal
IPR003594	Histidine kinase/HSP90-like ATPase
IPR010420	CASTOR/POLLUX/SYM8 ion channels
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR022796	Chlorophyll A-B binding protein
IPR001650	Helicase, C-terminal
IPR011545	DEAD/DEAH box helicase domain
IPR001650	Helicase, C-terminal
IPR014014	RNA helicase, DEAD-box type, Q motif
IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR001739	Methyl-CpG DNA binding
IPR013087	Zinc finger C2H2-type
IPR000184	Bacterial surface antigen (D15)

IPR004316	SWEET sugar transporter
IPR004316	SWEET sugar transporter
IPR006137	NADH:ubiquinone oxidoreductase-like, 20kDa subunit
IPR006138	NADH-ubiquinone oxidoreductase, 20 Kd subunit
IPR006137	NADH:ubiquinone oxidoreductase-like, 20kDa subunit
IPR006138	NADH-ubiquinone oxidoreductase, 20 Kd subunit
IPR013154	Alcohol dehydrogenase, N-terminal
IPR013149	Alcohol dehydrogenase, C-terminal
IPR025558	Domain of unknown function DUF4283
IPR025558	Domain of unknown function DUF4283
IPR025558	Domain of unknown function DUF4283

IPR004159	Putative S-adenosyl-L-methionine-dependent methyltransferase
IPR008480	Protein of unknown function DUF761, plant
IPR000571	Zinc finger, CCCH-type
IPR000571	Zinc finger, CCCH-type
IPR000571	Zinc finger, CCCH-type
IPR000571	Zinc finger, CCCH-type
IPR000571	Zinc finger, CCCH-type
IPR001494	Importin-beta, N-terminal domain

IPR001494	Importin-beta, N-terminal domain
IPR013766	Thioredoxin domain



IPR005746	Thioredoxin
IPR013766	Thioredoxin domain
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR007177	Ribosome biogenesis protein, C-terminal
IPR007209	RNase L inhibitor RLI, possible metal-binding domain


IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR003169	GYF domain
IPR001214	SET domain
IPR001214	SET domain
IPR002156	Ribonuclease H domain
IPR002156	Ribonuclease H domain
IPR004827	Basic-leucine zipper domain

IPR012900	G-box binding protein, multifunctional mosaic region
IPR004827	Basic-leucine zipper domain
IPR031646	Vacuolar protein sorting-associated protein 13, second N-terminal domain
IPR031642	VPS13, repeated coiled region
IPR004864	Late embryogenesis abundant protein, LEA_2 subgroup
IPR003653	Ulp1 protease family, C-terminal catalytic domain
IPR003653	Ulp1 protease family, C-terminal catalytic domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR003340	B3 DNA binding domain
IPR003340	B3 DNA binding domain
IPR003340	B3 DNA binding domain
IPR003340	B3 DNA binding domain
IPR003340	B3 DNA binding domain
IPR003340	B3 DNA binding domain
IPR013103	Reverse transcriptase, RNA-dependent DNA polymerase
IPR000109	Proton-dependent oligopeptide transporter family
IPR001672	Phosphoglucose isomerase (PGI)
IPR001672	Phosphoglucose isomerase (PGI)
IPR001672	Phosphoglucose isomerase (PGI)
IPR001672	Phosphoglucose isomerase (PGI)
IPR001672	Phosphoglucose isomerase (PGI)
IPR001672	Phosphoglucose isomerase (PGI)
IPR001672	Phosphoglucose isomerase (PGI)
IPR001672	Phosphoglucose isomerase (PGI)
IPR001672	Phosphoglucose isomerase (PGI)
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR005595	Translocon-associated protein (TRAP), alpha subunit
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR000477	Reverse transcriptase domain
IPR000477	Reverse transcriptase domain
IPR001509	NAD-dependent epimerase/dehydratase
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001789	Signal transduction response regulator, receiver domain
IPR001789	Signal transduction response regulator, receiver domain
IPR003594	Histidine kinase/HSP90-like ATPase
IPR004358	Signal transduction histidine kinase-related protein, C-terminal
IPR004358	Signal transduction histidine kinase-related protein, C-terminal
IPR004358	Signal transduction histidine kinase-related protein, C-terminal
IPR004358	Signal transduction histidine kinase-related protein, C-terminal
IPR006189	CHASE domain
IPR006189	CHASE domain
IPR001789	Signal transduction response regulator, receiver domain
IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
IPR005467	Histidine kinase domain
IPR003653	Ulp1 protease family, C-terminal catalytic domain
IPR000719	Protein kinase domain
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR000719	Protein kinase domain
IPR000760	Inositol monophosphatase-like
IPR006239	3(2),5 -bisphosphate nucleotidase HAL2
IPR007282	NOT2/NOT3/NOT5, C-terminal
IPR008139	Saposin B type domain
IPR008138	Saposin B type, region 2
IPR008138	Saposin B type, region 2
IPR008139	Saposin B type domain
IPR007856	Saposin-like type B, region 1
IPR007856	Saposin-like type B, region 1
IPR005630	Terpene synthase, metal-binding domain
IPR001906	Terpene synthase, N-terminal domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR000073	Alpha/beta hydrolase fold-1
IPR000073	Alpha/beta hydrolase fold-1
IPR000073	Alpha/beta hydrolase fold-1
IPR000073	Alpha/beta hydrolase fold-1
IPR000073	Alpha/beta hydrolase fold-1
IPR000639	Epoxide hydrolase-like
IPR000639	Epoxide hydrolase-like
IPR000639	Epoxide hydrolase-like
IPR001214	SET domain
IPR001214	SET domain
IPR002893	Zinc finger, MYND-type
IPR002893	Zinc finger, MYND-type
IPR007656	GTD-binding domain
IPR007656	GTD-binding domain
IPR000743	Glycoside hydrolase, family 28
IPR002156	Ribonuclease H domain
IPR019448	NT-type C2 domain
IPR019448	NT-type C2 domain
IPR003871	Domain of unknown function DUF223
IPR003855	Potassium transporter
IPR003855	Potassium transporter
IPR003137	PA domain
IPR010259	Peptidase S8 propeptide/proteinase inhibitor I9
IPR000209	Peptidase S8/S53 domain
IPR041469	Subtilisin-like protease, fibronectin type-III domain
IPR015500	Peptidase S8, subtilisin-related
IPR015500	Peptidase S8, subtilisin-related
IPR015500	Peptidase S8, subtilisin-related
IPR004837	Sodium/calcium exchanger membrane region
IPR004837	Sodium/calcium exchanger membrane region
IPR001680	WD40 repeat
IPR017986	WD40-repeat-containing domain
IPR001680	WD40 repeat
IPR009637	Transmembrane protein GPR107/GPR108-like
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR010241	Ferredoxin [2Fe-2S], plant
IPR001041	2Fe-2S ferredoxin-type iron-sulfur binding domain
IPR001041	2Fe-2S ferredoxin-type iron-sulfur binding domain
IPR007252	Nuclear pore protein 84/107
IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase
IPR032861	Xylanase inhibitor, N-terminal
IPR033121	Peptidase family A1 domain
IPR032799	Xylanase inhibitor, C-terminal
IPR000426	Proteasome alpha-subunit, N-terminal domain
IPR023332	Proteasome alpha-type subunit
IPR001353	Proteasome, subunit alpha/beta
IPR006214	Bax inhibitor 1-related
IPR016477	Fructosamine/Ketosamine-3-kinase
IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
IPR002110	Ankyrin repeat
IPR026961	PGG domain
IPR002110	Ankyrin repeat
IPR002110	Ankyrin repeat
IPR020683	Ankyrin repeat-containing domain
IPR020683	Ankyrin repeat-containing domain
IPR020683	Ankyrin repeat-containing domain
IPR000782	FAS1 domain
IPR000782	FAS1 domain
IPR004326	Mlo-related protein
IPR001005	SANT/Myb domain
IPR001005	SANT/Myb domain
IPR017930	Myb domain
IPR017930	Myb domain
IPR001844	Chaperonin Cpn60
IPR001844	Chaperonin Cpn60
IPR001844	Chaperonin Cpn60
IPR001844	Chaperonin Cpn60
IPR001844	Chaperonin Cpn60
IPR001844	Chaperonin Cpn60
IPR002423	Chaperonin Cpn60/TCP-1 family
IPR002495	Glycosyl transferase, family 8
IPR016073	SKP1 component, POZ domain
IPR016072	SKP1 component, dimerisation
IPR029480	Transposase-associated domain
IPR001806	Small GTPase





IPR006094	FAD linked oxidase, N-terminal
IPR012951	Berberine/berberine-like
IPR016166	FAD-binding domain, PCMH-type
IPR005630	Terpene synthase, metal-binding domain
IPR005630	Terpene synthase, metal-binding domain
IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain
IPR006948	Alliinase, C-terminal
IPR002099	DNA mismatch repair protein family, N-terminal

IPR014790	MutL, C-terminal, dimerisation
IPR013507	DNA mismatch repair protein,  S5 domain 2-like
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR022309	Ribosomal protein S8e/ribosomal biogenesis NSA2
IPR001047	Ribosomal protein S8e
IPR005013	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48kDa subunit
IPR004294	Carotenoid oxygenase
IPR002293	Amino acid/polyamine transporter I
IPR029485	Cationic amino acid transporter, C-terminal
IPR006555	ATP-dependent helicase, C-terminal
IPR010643	Helical and beta-bridge domain
IPR001945	RAD3/XPD family
IPR001945	RAD3/XPD family
IPR001945	RAD3/XPD family
IPR001945	RAD3/XPD family
IPR001945	RAD3/XPD family
IPR001945	RAD3/XPD family
IPR001945	RAD3/XPD family
IPR001945	RAD3/XPD family
IPR001945	RAD3/XPD family
IPR013020	ATP-dependent helicase Rad3/Chl1-like
IPR010614	DEAD2
IPR014013	Helicase superfamily 1/2, ATP-binding domain, DinG/Rad3-type
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR000007	Tubby, C-terminal
IPR001810	F-box domain
IPR000007	Tubby, C-terminal
IPR000007	Tubby, C-terminal
IPR000007	Tubby, C-terminal
IPR000007	Tubby, C-terminal
IPR000007	Tubby, C-terminal
IPR000007	Tubby, C-terminal
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR009769	Protein ENHANCED DISEASE RESISTANCE 2, C-terminal
IPR002913	START domain
IPR002913	START domain
IPR001849	Pleckstrin homology domain
IPR000922	D-galactoside/L-rhamnose binding SUEL lectin domain
